ActiveScreener Id,Time of Screening,Title,Authors,Question,Question.N,List of Reviewers,Answers
13976385,05/29/2024 15:32:21,"Influence of Supplemental Dietary Cholesterol on Growth Performance, Indices of Stress, Fillet Pigmentation, and Upper Thermal Tolerance of Female Triploid Atlantic Salmon ( 
<i>Salmo salar</i>)","Ignatz, E. H., Sandrelli, R. M., Tibbetts, S. M.  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976384,05/28/2024 16:26:59,Influence of sea temperature upon the numbers of grilse and multi-sea-winter Atlantic salmon (Salmo salar ) caught in the vicinity of the River Dee (Aberdeenshire),"Martin, J. H. A., Mitchell, K. A. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976383,05/20/2024 17:02:35,The influence of salinity on the morphological development of yolk sac larvae of Atlantic halibut Hippoglossus hippoglossus (L.),"Bolla, S., Ottesen, O. H. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976382,05/20/2024 17:07:41,"Influence of salinity on eggs, sperm and larvae of low-vertebral herring reproducing in the coastal waters of the Soviet Union","Dushkina, L. A. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976381,05/29/2024 15:41:55,Influence of photoperiod on the number and ultrastructure of gill chloride cells of the Atlantic salmon (Salmo salar ) before and during smoltification,"Lubin, R. T., Rourke, A. W., Saunders, R. L. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976380,05/17/2024 21:54:40,Influence of Photoperiod on Growth of Juvenile Atlantic Salmon and Development of Salinity Tolerance during Winter-Spring,"Saunders, Richard L., Harmon, Paul R. ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976379,05/17/2024 22:05:19,Influence of mesoscale physical forcing on trophic pathways and fish larvae retention in the central Cantabrian Sea,"Gonzalez-Quiros, Rafael, Pascual, Ananda, Gomis, Damia  et al.",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976378,05/24/2024 12:23:04,The influence of low temperatures above freezing upon the rate of autolytic and bacterial decomposition of haddock muscle,"Hess, E. ",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976377,05/20/2024 17:04:40,Influence of incubation temperature on body movements of Atlantic cod (Gadus morhua L.) embryos and on size at hatch,"Peterson, Richard H., Martin-Robichaud, Deborah J., Harmon, Paul ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976376,05/24/2024 12:55:49,"Influence of environmental, spatial, and ontogenetic variables on habitat selection and management of spiny dogfish in the Northeast (US) shelf large marine ecosystem","Sagarese, Skyler R., Frisk, Michael G., Miller, Thomas J.  et al.",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976375,05/29/2024 12:14:15,Influence of early thermic and photoperiodic control on growth and smoltification in Atlantic salmon (Salmo salar ),"Gaignon, J. L., Quemener, L. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976374,05/29/2024 12:26:57,Influence of dietary nutrients on low temperature tolerance of freshwater alewives,"Snyder, Randal J., Murray, Eric K. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976373,05/29/2024 15:34:26,Induction of winter flounder antifreeze protein messenger RNA at 4 degree C in vivo and in vitro,"Price, J. L., Gourlie, B. B., Lin, Y.  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976372,05/23/2024 12:28:30,Induction of triploidy in Atlantic salmon by heat shock,"Johnstone, R. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976371,05/29/2024 12:24:58,Induced Diploid Gynogenesis in White Bass,"Gomelsky, Boris, Cherfas, Nina B., Gissis, Achikam  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976370,05/21/2024 13:20:55,An individual-based growth and transport model of the early life-history stages of mackerel (Scomber scombrus) in the eastern North Atlantic,"Bartsch, J., Coombs, S. H. ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976369,05/24/2024 12:27:09,"Individual variability in activity patterns of juvenile Atlantic salmon (Salmo salar) in Catamaran Brook, New Brunswick","Breau, Cindy, Weir, Laura K., Grant, James W. A. ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976368,05/29/2024 12:59:09,Indicators of Osmotic and Ion Regulation in the Fish of the White Sea,"Martemyanov, V. I. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976367,05/20/2024 19:46:22,Increment formation in otoliths of slow-growing winter flounder (Pleuronectes americanus) larvae in cold water,"Casas, M. C. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976366,05/17/2024 22:08:34,"Increased ventricular stiffness and decreased cardiac function in Atlantic cod ( 
<i>Gadus morhua</i>) at high temperatures","Syme, D. A., Gamperl, A. K., Nash, G. W.  et al.",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976365,05/29/2024 15:45:46,Increased flexibility as a strategy for cold adaptation -: A comparative molecular dynamics study of cold- and warm-active uracil DNA glycosylase,"Olufsen, M., Smalås, A. O., Moe, E.  et al.",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976364,05/21/2024 11:22:27,"Increased acute thermal tolerance and little change to hematology following acclimation to warm water in juvenile Striped Bass, 
<i>Morone saxatilis</i>","Penny, F. M., Pavey, S. A. ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976363,05/30/2024 11:45:41,Inactivation of viruses infecting ectothermic animals by amphibian and piscine antimicrobial peptides,"Chinchar, V. G., Bryan, L., Silphadaung, U.  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976362,05/28/2024 17:15:50,"In vitro thermal characteristics of K super(+) and Na super(+) induced melanophore responses in a cold ocean teleost, Pseudopleuronectes americanus)","Burton, D., Everard, B. A. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976361,05/30/2024 11:38:20,An in vitro culture system for peripheral blood leucocytes of a sciaenid fish,"Lopresto, Christina J., Schwarz, Leslie Kendall, Burnett, Karen G. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976360,05/30/2024 12:02:15,In vitro cultivation and temperature-dependent growth of two strains of Spironucleus barkhanus (Diplomonadida: Hexamitidae) from Atlantic salmon Salmo salar and grayling Thymallus thymallus,"Sterud, Erik ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976359,05/30/2024 11:54:47,In vitro Assessment of Hg Toxicity in Hepatocytes from Heat-Stressed Atlantic Salmon,"Olsvik, P. A., Waagbo, R., Hevroy, E. M.  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976358,05/17/2024 22:01:54,"Improved mitochondrial function in salmon ( 
<i>Salmo salar</i>) following high temperature acclimation suggests that there are cracks in the proverbial 'ceiling'","Gerber, L., Clow, K. A., Mark, F. C.  et al.",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976357,05/21/2024 13:24:00,The importance of oligohaline estuarine wetland habitats to fisheries resources,"Rozas, L. P., Hackney, C. T. ",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976356,05/29/2024 12:24:41,Importance of body size for acclimation of underyearling Atlantic salmon parr (Salmo salar L.) to seawater,"Bjerknes, V., Duston, J., Knox, D.  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976355,05/20/2024 14:57:41,Implications of Future Northwest Atlantic Bottom Temperatures on the American Lobster (Homarus americanus) Fishery,"Rheuban, Jennie E., Kavanaugh, Maria T., Doney, Scott C. ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976354,05/24/2024 12:18:25,Impedance Pneumography for Minimally Invasive Measurement of Heart Rate in Late Stage Invertebrates,"Harrington, A. M., Haverkamp, H., Hamlin, H. J. ",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976353,05/29/2024 15:29:48,Impacts of thermal acclimatization on fish skeletal muscle,"Moran, C. J., Coughlin, D. J., Jebb, K. E.  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976352,05/17/2024 17:36:44,Impacts of temperature and food availability on the condition of larval Arctic cod (Boreogadus saida) and walleye pollock (Gadus chalcogrammus),"Koenker, Brittany L., Copeman, Louise A., Laurel, Benjamin J. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976351,05/20/2024 14:54:24,"The impacts of diel thermal variability on growth, development and performance of wild Atlantic salmon (Salmo salar) from two thermally distinct rivers","Andrew, Sean, Swart, Sula, McKenna, Stephanie  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976350,05/20/2024 14:54:02,The impact of temperature on the metabolome and endocrine metabolic signals in Atlantic salmon (Salmo salar),"Kullgren, Andreas, Jutfelt, Fredrik, Fontanillas, Ramon  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976349,05/20/2024 11:36:14,"Impact of temperature and growth hormone on growth physiology of juvenile Atlantic wolffish ( 
<i>Anarhichas lupus</i>)","Arnason, T., Gunnarsson, A., Steinarsson, A.  et al.",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976348,05/17/2024 20:28:20,"Impact of temperature and dietary replacement of fishmeal on cardiovascular remodelling and growth performance of adult Atlantic salmon 
<i> (Salmo</i> 
<i> salar</i> L.)","Foddai, M., Carter, C. G., Anderson, K.  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976347,05/29/2024 15:42:04,"Impact of stress phenotype, elevated temperature, and bacterin exposure on male Atlantic salmon (Salmo salar) growth, stress, and immune biomarker gene expression","Ignatz, E. H., Rise, M. L., Gamperl, A. K. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976346,05/20/2024 14:51:58,Impact of ocean warming on sustainable fisheries management informs the Ecosystem Approach to Fisheries,"Serpetti, N., Baudron, A. R., Burrows, M. T.  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976345,05/17/2024 22:04:53,The impact of ocean warming on juvenile American lobster recruitment off southeastern Massachusetts,"Casey, Flynn, Churchill, James H., Cowles, Geoffrey W.  et al.",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976344,05/29/2024 12:56:40,Impact of ocean acidification and warming on mitochondrial enzymes and membrane lipids in two Gadoid species,"Leo, E., Graeve, M., Storch, D.  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976343,05/28/2024 17:20:22,"Impact of long-term moderate hypercapnia and elevated temperature on the energy budget of isolated gills of Atlantic cod ( 
<i>Gadus morhua</i>)","Kreiss, C. M., Michael, K., Bock, C.  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976342,05/28/2024 17:18:28,The impact of environmental variability on Atlantic mackerel Scomber scombrus larval abundance to the west of the British Isles,"Pitois, Sophie G., Jansen, Teunis, Pinnegar, John ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976341,05/21/2024 11:29:23,"Impact of environmental temperature on Atlantic cod Gadus morhua energy allocation to growth, condition and reproduction","Morgan, M. J., Rideout, R. M., Colbourne, E. B. ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976340,05/29/2024 15:46:21,Impact of an acute temperature change on performance and metabolism of pickerel (Esox niger) and Eel (Anguilla rostrata) hearts,"Bailey, John R., Sephton, Dawn H., Driedzic, William R. ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976339,05/28/2024 17:17:43,IMMUNOLOGICAL ASSESSMENT OF HYBRID STRIPED BASS AT 3 CULTURE TEMPERATURES,"Carlson, R. E., Baker, E. P., Fuller, R. E. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976338,05/20/2024 14:49:53,Identifying Sciaenid Critical Spawning Habitats by the Use of Passive Acoustics,"Luczkovich, Joseph J., Pullinger, R. Christopher, Johnson, Stephen E.  et al.",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976337,05/20/2024 14:46:06,Identification of lifecycle bottlenecks to assess the vulnerability of fish species to climate change,"Dahlke, Flemming ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976336,05/30/2024 12:08:59,Identification of genes associated with heat tolerance in Arctic charr exposed to acute thermal stress,"Quinn, Nicole L., McGowan, Colin R., Cooper, Glenn A.  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976335,05/29/2024 12:59:45,"Identification and control of parasites in a new species for aquaculture: A case study with striped trumpeter, Latris lineata","Andrews, M., Nowak, B., Cobcroft, J. M.  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976334,05/23/2024 12:29:44,"Hypoxic avoidance behaviour in cod ( 
<i>Gadus morhua</i> L.):: The effect of temperature and haemoglobin genotype","Skjæraasen, J. E., Nilsen, T., Meager, J. J.  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976333,05/20/2024 17:13:31,Hypoxia tolerance of juvenile weakfish (Cynoscion regalis): Laboratory assessment of growth and behavioral avoidance responses,"Stierhoff, K. L., Tyler, R. M., Targett, T. E. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976332,05/20/2024 17:03:10,Hypoxia tolerance and responses to hypoxic stress during heart and skeletal muscle inflammation in Atlantic salmon (Salmo salar),"Lund, M., Dahle, M. K., Timmerhaus, G.  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976331,05/29/2024 17:16:12,"Hypoxia tolerance and oxygen regulation in Atlantic salmon, Salmo salar from a Tasmanian population","Barnes, Robin, King, Harry, Carter, Chris G. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
